,property_type,sector,price_in_crores,bedRoom,bathroom,balcony,agePossession,Built Up area,store room,servant room,furnishing_type,luxury_category,floor_category
2792,flat,sector 68,1.7,4.0,4.0,3+,New Property,1809.0,0,0,1,Medium,High floor
2793,flat,sector 2,0.4,1.0,1.0,1,Moderately Old,450.0,0,0,0,Low,Mid floor
2794,flat,sector 107,1.4,3.0,4.0,0,New Property,2137.0,0,0,1,Medium,Low floor
2795,flat,sector 12,0.35,3.0,3.0,1,Old Property,905.0,0,0,1,Low,Low floor
2796,flat,sector 103,1.25,3.0,4.0,3,Under Construction,2012.0,0,0,1,Medium,High floor
2797,flat,sector 28,1.35,2.0,2.0,2,Moderately Old,1109.0,0,0,1,Low,Low floor
2798,flat,sector 86,1.05,3.0,3.0,3,Under Construction,1715.0,0,0,1,Low,Mid floor
2799,flat,sector 48,3.3,5.0,5.0,3+,Old Property,3305.0,0,0,1,Medium,Mid floor
2800,flat,sector 108,0.95,3.0,3.0,3,Relatively New,1649.0,0,0,1,Medium,Mid floor
2801,flat,sector 24,5.8,3.0,4.0,3+,Old Property,3700.0,0,0,2,Medium,Mid floor
2802,flat,sector 54,11.0,4.0,6.0,3,Relatively New,2826.0,0,0,2,Medium,Mid floor
2803,house,sector 70,5.25,5.0,4.0,3+,New Property,2609.99,0,1,0,Low,Mid floor
2804,house,sector 43,2.1,10.0,10.0,3+,New Property,549.01,0,1,1,Low,Mid floor
2805,house,sector 66,12.0,5.0,5.0,3+,New Property,3240.0,1,1,0,Medium,Mid floor
2806,house,sector 25,10.85,6.0,6.0,1,Relatively New,2844.04,1,0,0,Medium,Mid floor
2807,house,sector 43,1.95,3.0,4.0,3+,New Property,1935.1,0,1,0,Medium,Mid floor
2808,house,sector 25,4.45,4.0,3.0,3+,Moderately Old,1349.9984831477718,1,0,1,Medium,Low floor
2809,house,sector 28,9.0,6.0,7.0,3+,Moderately Old,3239.97,1,1,1,Medium,Mid floor
2810,house,sector 26,15.0,5.0,6.0,3+,Moderately Old,4518.07,1,1,0,Medium,Mid floor
2811,house,sector 43,8.25,5.0,6.0,3+,Moderately Old,2699.96,1,1,0,Medium,Mid floor
2812,house,sector 25,10.75,9.0,9.0,3+,Old Property,3600.01,1,1,1,Medium,Mid floor
2813,house,sector 38,2.1,2.0,7.0,3+,Relatively New,900.01,1,0,1,Low,Mid floor
2814,house,sector 50,7.35,4.0,4.0,3+,Moderately Old,1759.9731813610458,0,1,0,Medium,Mid floor
2815,house,sector 49,4.45,6.0,6.0,3,Moderately Old,2880.07,1,1,2,High,Mid floor
2816,house,sector 9,3.4,9.0,9.0,3,Moderately Old,2627.92,0,0,0,Medium,Mid floor
2817,house,sector 66,12.0,5.0,6.0,3+,Relatively New,3150.02,1,1,0,High,Mid floor
2818,house,sector 48,8.4,4.0,4.0,3,Old Property,3239.99,0,1,0,Low,Low floor
2819,house,sector 48,8.5,4.0,4.0,2,Moderately Old,3239.95,1,1,1,Medium,Low floor
2820,house,sector 25,7.6,2.0,9.0,3,Relatively New,1960.7843137254904,1,0,0,Medium,Mid floor
2821,house,sector 43,7.0,5.0,5.0,3+,Relatively New,2699.99,0,1,0,Low,Mid floor
2822,house,sector 4,4.75,5.0,5.0,1,Old Property,5067.21,0,1,0,Low,Low floor
2823,house,sector 9,3.5,9.0,9.0,3+,Relatively New,2609.99,0,0,1,Low,Mid floor
2824,house,sector 40,5.0,9.0,9.0,3+,Moderately Old,2366.98,1,1,0,Medium,Mid floor
2825,house,sector 50,10.56,5.0,5.0,3,Moderately Old,3239.96,0,1,1,Low,Mid floor
2826,house,sector 67,5.46,4.0,5.0,3+,Relatively New,2259.0,1,0,0,Medium,Low floor
2827,house,sector 25,10.0,5.0,6.0,3,Old Property,2700.0,1,1,0,Medium,Mid floor
2828,house,sector 25,9.0,10.0,10.0,3,Old Property,3159.0,0,0,0,Medium,Mid floor
2829,house,sector 7,1.95,2.0,2.0,2,Old Property,1439.96,0,0,1,Low,Low floor
2830,house,sector 57,3.3,4.0,4.0,2,Moderately Old,1728.0201078703462,1,0,0,Medium,Mid floor
2831,house,sector 28,6.0,4.0,4.0,3+,Old Property,2700.03,0,0,0,Medium,Mid floor
2832,house,sector 25,9.0,5.0,5.0,3,Old Property,2700.03,1,1,1,Medium,Mid floor
2833,house,sector 26,5.8,5.0,5.0,3+,Old Property,1800.0124138787164,1,1,1,Medium,Low floor
2834,house,sector 25,6.25,5.0,5.0,3,Moderately Old,1800.0115200737284,0,1,0,Medium,Low floor
2835,house,sector 70,5.4,4.0,5.0,3+,Relatively New,2609.96,1,1,0,Medium,Mid floor
2836,house,sector 43,5.75,4.0,4.0,2,Old Property,1934.984520123839,1,1,1,Low,Low floor
2837,house,sector 2,2.55,3.0,3.0,2,Old Property,1556.9666625961656,0,0,1,Low,Low floor
2838,house,sector 2,5.6,8.0,6.0,3+,Moderately Old,3239.99,1,1,1,Low,Low floor
2839,house,sector 45,17.0,5.0,8.0,3+,Relatively New,4500.09,1,1,2,High,Mid floor
2840,house,sector 112,7.99,4.0,6.0,3,New Property,6382.3,1,1,0,Medium,Low floor
2841,house,sector 49,3.75,2.0,6.0,3,Moderately Old,1467.0213598309992,0,0,1,Low,Mid floor
2842,house,sector 48,7.25,3.0,4.0,2,Moderately Old,2591.97,1,1,0,Medium,Low floor
2843,house,sector 48,8.4,4.0,5.0,3+,Moderately Old,4000.0,0,1,0,Low,Low floor
2844,house,sector 55,3.55,4.0,4.0,3+,Old Property,1448.9795918367347,0,0,0,Low,Low floor
2845,house,sector 91,2.5,4.0,4.0,3+,Moderately Old,3542.08,1,1,0,Medium,Mid floor
2846,house,sector 86,2.5,4.0,4.0,3+,Moderately Old,3542.08,1,1,0,Medium,Mid floor
2847,house,sector 111,9.0,5.0,5.0,3+,Relatively New,8000.0,0,1,1,Medium,Mid floor
2848,house,sector 40,2.1,3.0,3.0,2,Moderately Old,900.01,0,0,0,Low,Mid floor
2849,house,sector 14,4.5,5.0,5.0,1,Relatively New,2250.0,0,0,1,Low,Low floor
2850,house,sector 43,6.5,5.0,4.0,3+,Moderately Old,1836.158192090396,0,1,0,Medium,Mid floor
2851,house,sector 23,5.0,4.0,4.0,2,Old Property,3078.06,0,0,1,Low,Low floor
2852,house,sector 109,5.5,4.0,4.0,3+,New Property,2545.71,0,1,1,Medium,Low floor
2853,house,sector 109,5.65,4.0,4.0,3+,New Property,5399.98,0,1,0,Low,Low floor
2854,house,sector 66,8.8,4.0,4.0,3+,Relatively New,2114.62,1,1,1,Medium,Mid floor
2855,house,sector 4,3.25,3.0,3.0,2,Old Property,2250.07,0,0,1,Low,Low floor
2856,house,sector 4,5.0,3.0,3.0,2,Old Property,4950.0,0,0,1,Low,Low floor
2857,house,sector 50,10.45,4.0,5.0,2,Moderately Old,2700.05,0,1,0,Medium,Mid floor
2858,house,sector 48,19.5,5.0,6.0,3,Moderately Old,8775.09,1,1,0,Medium,Low floor
2859,house,sector 82,7.5,5.0,5.0,3+,Relatively New,3240.02,0,1,0,Medium,Low floor
2860,house,sector 4,0.67,3.0,2.0,1,Moderately Old,782.98,0,0,1,Low,Low floor
2861,house,sector 109,5.75,4.0,4.0,2,Relatively New,3500.12,0,1,1,Medium,Mid floor
2862,house,sector 109,5.7,4.0,5.0,3+,Relatively New,5399.77,1,1,1,High,Mid floor
2863,house,sector 9,3.2,3.0,3.0,2,Old Property,2367.04,0,0,0,Low,Low floor
2864,house,sector 48,7.69,4.0,5.0,3,Moderately Old,3194.98,1,1,0,Medium,Low floor
2865,house,sector 82,7.0,4.0,4.0,3+,Relatively New,3239.99,0,1,0,Low,Low floor
2866,house,sector 7,1.55,2.0,2.0,2,Moderately Old,1115.99,0,0,0,Medium,Low floor
2867,house,sector 7,3.85,4.0,4.0,3,Old Property,2627.99,0,0,1,Low,Mid floor
2868,house,sector 7,2.0,2.0,2.0,2,Old Property,1439.99,0,0,1,Low,Low floor
2869,house,sector 7,3.1,3.0,3.0,2,Old Property,2249.96,0,0,1,Low,Low floor
2870,house,sector 7,2.25,3.0,3.0,2,Old Property,1440.0,0,0,0,Low,Low floor
2871,house,sector 50,7.0,4.0,4.0,2,Old Property,3000.04,0,1,1,Medium,Mid floor
2872,house,sector 48,8.5,4.0,5.0,3+,Moderately Old,4000.0,0,1,0,Low,Low floor
2873,house,sector 66,8.7,4.0,5.0,2,New Property,2249.98,0,1,1,Medium,Mid floor
2874,house,sector 109,12.5,5.0,6.0,3,Relatively New,4687.44,1,1,1,Medium,Mid floor
2875,house,sector 109,6.8,4.0,5.0,3,Relatively New,5399.83,0,1,1,Low,Low floor
2876,house,sector 109,9.5,7.0,6.0,3,Relatively New,3599.98,0,1,1,Medium,Mid floor
2877,house,sector 109,7.0,5.0,6.0,2,Relatively New,5399.98,0,1,1,High,Low floor
2878,house,sector 109,6.2,5.0,5.0,2,Relatively New,2430.04,0,1,1,Medium,Low floor
2879,house,sector 56,3.6,5.0,5.0,3+,Moderately Old,1448.983698933387,0,0,1,Low,Mid floor
2880,house,sector 109,5.9,4.0,5.0,2,Relatively New,2429.98,0,1,0,Medium,Low floor
2881,house,sector 109,5.85,4.0,5.0,3+,Relatively New,2213.98,0,1,0,Medium,Low floor
2882,house,sector 70,4.0,4.0,4.0,3+,Relatively New,6000.6,0,1,1,High,Low floor
2883,house,sector 70,5.35,4.0,4.0,3+,Relatively New,6000.45,1,1,0,High,Mid floor
2884,house,sector 25,6.6,6.0,7.0,3+,Moderately Old,1799.9836365123954,0,1,0,Medium,Low floor
2885,house,sector 109,6.3,4.0,5.0,3+,Relatively New,7000.0,0,0,0,Medium,Low floor
2886,house,sector 109,12.0,5.0,6.0,3,Relatively New,6000.0,0,1,0,High,Low floor
2887,house,sector 105,0.65,3.0,2.0,1,Relatively New,719.98,0,0,1,Low,Low floor
2888,house,sector 4,0.55,3.0,3.0,2,Relatively New,1350.02,0,0,1,Low,Low floor
2889,house,sector 4,0.85,3.0,3.0,1,Relatively New,13492.06,0,0,1,Low,Low floor
2890,house,sector 4,0.58,2.0,2.0,1,Moderately Old,67.0,0,0,1,Low,Low floor
2891,house,sector 4,0.65,1.0,1.0,1,Moderately Old,70.0,0,0,1,Low,Low floor
2892,house,sector 4,0.61,2.0,2.0,2,Moderately Old,61.0,0,0,1,Low,Low floor
2893,house,sector 4,0.67,3.0,3.0,2,Relatively New,76.0,0,0,1,Low,Low floor
2894,house,sector 43,5.8,6.0,6.0,3,Relatively New,1935.0103422966567,0,1,0,Low,Low floor
2895,house,sector 109,6.0,4.0,5.0,3+,Relatively New,2430.04,0,1,0,Medium,Low floor
2896,house,sector 31,3.69,4.0,4.0,2,Moderately Old,1557.027722688721,0,1,0,Medium,Low floor
2897,house,sector 43,2.5,7.0,7.0,3,Relatively New,963.02,0,0,2,Low,Mid floor
2898,house,sector 43,5.5,1.0,1.0,0,Old Property,1934.984520123839,0,0,1,Low,Low floor
2899,house,sector 50,15.0,4.0,4.0,2,Moderately Old,4500.05,0,1,1,High,Low floor
2900,house,sector 2,5.7,5.0,5.0,2,Old Property,3869.92,0,0,2,Medium,Low floor
2901,house,sector 109,11.3,7.0,5.0,3+,Relatively New,4500.02,0,1,1,Low,Mid floor
2902,house,sector 109,11.25,7.0,5.0,3+,Relatively New,4500.0,0,1,1,Low,Mid floor
2903,house,sector 70,4.02,4.0,4.0,3+,Relatively New,5500.07,1,1,1,Medium,Mid floor
2904,house,sector 109,5.7,4.0,4.0,3+,Relatively New,5399.77,0,1,1,Medium,Mid floor
2905,house,sector 12,1.0,3.0,7.0,3+,Moderately Old,135.0,1,0,1,Low,Mid floor
2906,house,sector 7,0.66,3.0,1.0,1,Relatively New,550.0,0,0,1,Low,Mid floor
2907,house,sector 4,0.7,3.0,2.0,1,New Property,684.06,0,0,1,Low,Low floor
2908,house,sector 24,1.45,3.0,3.0,1,Old Property,540.0,0,0,1,Low,Low floor
2909,house,sector 3,0.95,4.0,3.0,2,Old Property,1070.06,0,0,1,Low,Low floor
2910,house,sector 9a,4.5,9.0,9.0,3+,Relatively New,3149.94,0,0,0,Low,Mid floor
2911,house,sector 3,0.9,3.0,1.0,0,Relatively New,1008.06,0,0,1,Low,Low floor
2912,house,sector 41,7.0,7.0,7.0,3+,Moderately Old,2474.98,1,1,2,High,Mid floor
2913,house,sector 56,4.0,4.0,4.0,3+,Relatively New,1503.0248374854395,0,0,0,Low,Low floor
2914,house,sector 7,0.9,2.0,4.0,3,Old Property,900.0,0,1,0,Low,Mid floor
2915,house,sector 24,2.75,7.0,7.0,3+,Moderately Old,3587.27,0,0,0,Low,Mid floor
2916,house,sohna road,0.5,2.0,4.0,3,Relatively New,675.04,0,0,1,Low,Mid floor
2917,house,sector 6,0.5,3.0,3.0,2,Moderately Old,600.02,0,0,1,Low,Low floor
2918,house,sector 105,0.6,3.0,3.0,0,Moderately Old,450.01,0,0,1,Low,Mid floor
2919,house,sector 105,0.35,2.0,2.0,1,Moderately Old,449.99,0,0,1,Low,Low floor
2920,house,sector 26,4.0,4.0,3.0,2,Relatively New,8828.939301042305,0,0,0,Low,Low floor
2921,house,sector 11,2.2,4.0,3.0,2,Old Property,1800.03,0,0,1,Low,Low floor
2922,house,sector 7,8.0,4.0,5.0,3+,Old Property,3600.04,0,1,1,Low,Low floor
2923,house,sector 8,0.82,2.0,3.0,3,Moderately Old,900.01,0,0,1,Low,Low floor
2924,house,sector 3,0.9,3.0,3.0,0,Relatively New,112.0,0,0,1,Low,Low floor
2925,house,sector 12,0.7,4.0,4.0,1,Moderately Old,1700.27,0,0,1,Low,Low floor
2926,house,sector 11,0.95,5.0,3.0,0,Moderately Old,1299.95,0,0,1,Low,Low floor
2927,house,sector 28,3.5,2.0,6.0,3,Relatively New,1349.9961428681631,0,0,1,Low,Mid floor
2928,house,sector 26,6.0,3.0,5.0,3+,Old Property,1800.0180001800018,0,0,0,Low,Mid floor
2929,house,sector 92,2.75,4.0,4.0,3+,Relatively New,2808.13,0,0,1,Low,Mid floor
2930,house,sector 76,1.75,4.0,4.0,0,New Property,2800.0,0,0,1,Low,High floor
2931,house,sector 72,3.1,5.0,5.0,3+,Relatively New,3653.08,0,0,1,Low,High floor
2932,house,sohna road,0.85,3.0,2.0,2,New Property,1120.04,0,0,1,Low,Low floor
2933,house,sector 12,0.9,2.0,4.0,0,Old Property,675.02,0,0,1,Low,Low floor
2934,house,sector 2,0.34,2.0,2.0,2,Moderately Old,270.01,0,0,1,Low,Mid floor
2935,house,sector 2,5.0,6.0,6.0,2,Moderately Old,3250.13,0,0,1,Low,Low floor
2936,house,sector 14,5.0,3.0,3.0,3,Moderately Old,2250.02,0,0,1,Low,Low floor
2937,house,sector 33,9.5,5.0,7.0,3+,Relatively New,4071.49,1,1,1,Medium,Low floor
2938,house,sector 56,7.25,8.0,8.0,3+,Moderately Old,2471.37,0,0,0,Low,Low floor
2939,house,sector 3,1.5,3.0,3.0,0,Old Property,1458.01,0,0,1,Low,Low floor
2940,house,sector 93,1.3,3.0,2.0,1,Relatively New,1152.07,0,0,1,Low,Mid floor
2941,house,sector 5,3.75,5.0,5.0,3+,Old Property,3400.13,0,0,1,Low,Mid floor
2942,house,sector 43,2.25,10.0,10.0,2,Moderately Old,3240.21,0,0,1,Low,Low floor
2943,house,sector 7,1.15,5.0,3.0,2,Old Property,1350.08,0,0,1,Low,Low floor
2944,house,sector 5,0.8,2.0,2.0,1,Old Property,900.09,0,0,1,Low,Low floor
2945,house,sector 21,1.6,5.0,5.0,2,Relatively New,1349.98,0,0,1,Low,Mid floor
2946,house,sector 26,7.0,5.0,5.0,2,Relatively New,1782.7581815866547,0,1,1,Low,Mid floor
2947,house,sector 9,0.5,3.0,2.0,1,Old Property,821.96,0,0,1,Low,Low floor
2948,house,sector 38,8.0,10.0,10.0,3+,Relatively New,3123.007456180301,0,0,1,Low,Low floor
2949,house,sector 21,0.45,3.0,2.0,1,Old Property,535.01,0,0,1,Low,Low floor
2950,house,sector 13,0.62,6.0,6.0,0,Old Property,192.0,0,0,1,Low,Mid floor
2951,house,bhim nagar,1.0,6.0,4.0,0,Old Property,240.0,0,0,1,Low,Mid floor
2952,house,sector 4,4.12,2.0,1.0,3+,Moderately Old,4634.94,0,0,1,Low,Low floor
2953,house,sector 109,1.87,3.0,4.0,0,Relatively New,2150.17,0,0,1,Low,High floor
2954,house,sector 3,0.85,1.0,1.0,0,Relatively New,1000.0,0,0,1,Low,Low floor
2955,house,sector 12,0.42,3.0,3.0,0,New Property,510.02,0,0,1,Low,Low floor
2956,house,sector 105,1.2,4.0,4.0,1,Moderately Old,900.02,0,0,1,Low,Low floor
2957,house,sector 50,6.5,5.0,6.0,0,Moderately Old,2999.95,0,0,1,Low,Low floor
2958,house,sector 3,0.75,2.0,2.0,0,Relatively New,130.0,0,0,1,Low,Low floor
2959,house,sector 105,1.35,5.0,3.0,3,Moderately Old,3500.13,0,0,1,Low,Mid floor
2960,house,sector 57,4.7,3.0,3.0,2,Old Property,2160.03,0,1,1,Low,Low floor
2961,house,sector 9,0.22,2.0,2.0,2,Old Property,297.02,0,0,1,Low,Low floor
2962,house,sector 9,1.25,3.0,6.0,3+,Old Property,1431.02,0,0,1,Low,Mid floor
2963,house,sector 12,1.7,1.0,1.0,2,Old Property,1800.08,0,0,1,Low,Low floor
2964,house,sector 2,6.0,4.0,4.0,1,Relatively New,3000.0,0,0,1,Low,Low floor
2965,house,sector 55,2.8,4.0,4.0,0,Old Property,1499.973214764022,0,0,1,Low,Low floor
2966,house,sohna road,0.07,1.0,1.0,0,Relatively New,277.23,0,0,1,Low,Low floor
2967,house,sector 38,3.5,3.0,3.0,2,Relatively New,1439.9736690529087,0,0,1,Low,Low floor
2968,house,sector 28,2.58,4.0,2.0,2,Relatively New,1458.0389940661205,0,0,1,Low,Low floor
2969,house,sector 63,8.5,4.0,4.0,3+,New Property,3950.0,0,0,1,Low,High floor
2970,house,sector 21,0.6,3.0,3.0,2,Old Property,971.97,0,0,1,Low,Mid floor
2971,house,sector 9,1.1,4.0,3.0,1,Old Property,200.0,0,0,1,Low,Low floor
2972,house,sector 38,3.5,3.0,2.0,2,Moderately Old,1722.186685036658,0,0,1,Low,Low floor
2973,house,sector 56,2.95,2.0,2.0,2,Moderately Old,1448.990618399725,0,0,1,Low,Low floor
2974,house,sector 105,0.7,3.0,2.0,2,Moderately Old,1200.07,0,0,1,Low,Low floor
2975,house,sector 7,1.16,2.0,4.0,2,Moderately Old,992.05,0,0,1,Low,Mid floor
2976,house,sector 25,16.0,6.0,5.0,2,Relatively New,5999.93,0,0,1,Low,Mid floor
2977,house,sector 28,8.95,5.0,6.0,3+,Moderately Old,5000.0,0,0,1,Low,Mid floor
2978,house,sector 43,14.0,9.0,9.0,3+,Moderately Old,3510.0,0,1,1,Low,Mid floor
2979,house,sector 7,1.35,4.0,5.0,0,Old Property,330.0,0,0,1,Low,Mid floor
2980,house,sector 50,13.2,6.0,6.0,0,Moderately Old,4860.98,0,0,1,Low,Low floor
2981,house,sector 12,6.0,9.0,9.0,3+,Old Property,4140.22,0,0,1,Low,Mid floor
2982,house,sector 4,1.1,3.0,4.0,1,Moderately Old,990.01,0,0,1,Low,Low floor
2983,house,sector 37,2.5,5.0,5.0,3+,Relatively New,1900.13,0,0,1,Low,Low floor
2984,house,sector 7,0.53,2.0,2.0,0,Old Property,900.14,0,0,1,Low,Low floor
2985,house,sector 7,2.0,2.0,2.0,1,Relatively New,1800.02,0,0,1,Low,Low floor
2986,house,sector 56,8.0,10.0,10.0,3+,Relatively New,8286.72,0,1,2,Medium,Mid floor
2987,house,sector 43,0.45,1.0,1.0,0,Moderately Old,935.94,0,0,1,Low,Low floor
2988,house,sector 105,0.37,2.0,2.0,1,Moderately Old,450.01,0,0,1,Low,Low floor
2989,house,sector 11,1.35,10.0,6.0,3+,Old Property,3500.13,0,0,1,Low,Mid floor
2990,house,sector 105,0.5,2.0,2.0,0,Moderately Old,100.0,0,0,1,Low,Low floor
2991,house,sector 8,0.62,3.0,1.0,0,Moderately Old,549.99,0,0,1,Low,Low floor
2992,house,sector 25,8.0,3.0,9.0,2,New Property,10000.0,0,0,1,Low,Mid floor
2993,house,sector 92,1.8,4.0,5.0,0,Relatively New,2360.04,0,0,1,Low,High floor
2994,house,sector 108,1.7,4.0,4.0,3+,Relatively New,3000.35,0,0,1,Low,Low floor
2995,house,sector 3,0.55,2.0,1.0,0,Relatively New,1100.0,0,0,1,Low,Low floor
2996,house,sector 3,1.5,6.0,1.0,0,New Property,3000.0,0,0,1,Low,Low floor
2997,house,sector 109,1.55,3.0,2.0,0,Relatively New,2360.29,0,0,1,Low,Low floor
2998,house,sector 4,0.65,4.0,2.0,2,Moderately Old,585.01,0,0,1,Low,Low floor
2999,house,sector 8,1.6,4.0,6.0,1,Relatively New,558.0,0,0,1,Low,Mid floor
3000,house,sector 7,0.95,2.0,1.0,1,New Property,450.0,0,0,1,Low,Mid floor
3001,house,sector 82,3.85,5.0,6.0,3+,Relatively New,5133.33,0,0,1,Low,Mid floor
3002,house,bhim nagar,0.66,3.0,2.0,1,Old Property,612.02,0,0,1,Low,Low floor
3003,house,sector 13,1.5,2.0,2.0,2,Old Property,1426.13,0,0,1,Low,Mid floor
3004,house,sector 17,1.52,2.0,2.0,1,Old Property,765.01,0,0,1,Low,Low floor
3005,house,sector 2,1.0,3.0,2.0,2,Old Property,1136.88,0,0,1,Low,Low floor
3006,house,sector 4,0.85,3.0,3.0,0,Moderately Old,1130.02,0,0,1,Low,Low floor
3007,house,sector 7,0.45,3.0,2.0,0,Old Property,900.0,0,0,1,Low,Low floor
3008,house,sector 39,5.15,5.0,5.0,0,Relatively New,3659.75,0,0,1,Low,Low floor
3009,house,sector 14,6.5,5.0,5.0,0,Moderately Old,2500.0,0,0,1,Low,Mid floor
3010,house,sector 17,3.5,2.0,5.0,3,Old Property,1440.032915038058,0,0,1,Low,Mid floor
3011,house,sector 25,13.5,9.0,9.0,0,Relatively New,6999.9,0,0,1,Low,Low floor
3012,house,sector 2,5.7,9.0,9.0,3+,Moderately Old,2518.34,0,0,0,Low,Mid floor
3013,house,sector 43,3.3,1.0,1.0,0,Under Construction,1242.002258185924,0,0,1,Low,Low floor
3014,house,sector 7,1.75,4.0,2.0,2,Old Property,1575.02,0,0,1,Low,Low floor
3015,house,sector 3,0.75,4.0,2.0,2,Old Property,1170.05,0,0,1,Low,Low floor
3016,house,sector 12,3.5,8.0,8.0,3+,Relatively New,2367.015081267518,0,1,2,Medium,Mid floor
3017,house,sector 3,0.92,4.0,1.0,0,Relatively New,603.0,0,0,1,Low,Low floor
3018,house,sector 4,1.1,4.0,4.0,3+,Old Property,1800.03,0,0,1,Low,Low floor
3019,house,sector 6,0.75,4.0,4.0,2,Moderately Old,480.0,0,0,1,Low,Low floor
3020,house,sector 4,1.25,2.0,3.0,0,Moderately Old,160.0,0,0,1,Low,Low floor
3021,house,sector 10,4.25,4.0,3.0,2,Moderately Old,2367.03,0,0,1,Low,Low floor
3022,house,sector 3,0.37,1.0,1.0,1,Relatively New,467.41,0,0,1,Low,Low floor
3023,house,sector 54,5.7,4.0,4.0,0,Moderately Old,2430.001278948041,0,0,1,Low,Low floor
3024,house,sector 70,2.1,3.0,2.0,1,New Property,600.0,0,0,1,Low,Mid floor
3025,house,sohna road,1.2,1.0,4.0,3+,Old Property,538.19,0,0,1,Low,Mid floor
3026,house,sector 28,4.5,4.0,4.0,0,Relatively New,3240.0,0,0,1,Low,Mid floor
3027,house,sector 17,3.0,4.0,4.0,0,Old Property,2700.03,0,0,1,Low,Low floor
3028,house,sector 48,8.5,4.0,6.0,3,Old Property,3239.95,0,1,1,Low,Mid floor
3029,house,sector 12,6.0,4.0,6.0,2,Old Property,1710.0025650038476,0,0,1,Low,Low floor
3030,house,sector 8,0.82,2.0,4.0,0,Moderately Old,802.03,0,0,1,Low,Low floor
3031,house,sector 105,1.15,3.0,2.0,1,Moderately Old,3500.76,0,0,1,Low,Low floor
3032,house,sector 67,1.85,3.0,3.0,3,Moderately Old,250.0,0,0,1,Low,Low floor
3033,house,sector 63,8.5,6.0,6.0,3+,Under Construction,3132.02,1,0,1,Low,Mid floor
3034,house,sector 43,5.75,4.0,4.0,2,Moderately Old,2430.06,1,1,2,High,Mid floor
3035,house,sector 53,4.65,5.0,5.0,3+,Moderately Old,2645.95,0,0,0,Low,Low floor
3036,house,sector 9,0.6,3.0,3.0,1,Relatively New,557.98,0,0,1,Low,Low floor
3037,house,sector 13,4.5,4.0,5.0,2,Old Property,4949.95,0,0,1,Low,Low floor
3038,house,sector 4,0.6,3.0,3.0,1,Old Property,57.0,0,0,1,Low,Low floor
3039,house,sector 104,1.95,3.0,5.0,3+,Moderately Old,920.03,0,0,1,Low,Low floor
3040,house,sector 109,6.1,5.0,6.0,3+,Moderately Old,2429.99,0,1,1,Low,Low floor
3041,house,manesar,2.0,3.0,1.0,0,Moderately Old,1337.43,0,0,1,Low,Mid floor
3042,house,sector 28,2.1,2.0,8.0,3+,Moderately Old,900.01,0,0,0,Low,Mid floor
3043,house,sector 89,1.25,3.0,3.0,2,New Property,1423.04,0,0,1,Low,Low floor
3044,house,sector 50,11.5,5.0,6.0,0,Moderately Old,3239.98,0,0,1,Low,Low floor
3045,house,sector 43,0.9,2.0,4.0,3,Moderately Old,785.07,0,1,1,Low,Mid floor
3046,house,sector 4,0.75,2.0,4.0,3,Moderately Old,640.04,0,0,1,Low,Low floor
3047,house,sector 105,1.3,3.0,3.0,1,Moderately Old,1125.05,0,0,1,Low,Low floor
3048,house,sector 104,0.48,2.0,2.0,1,New Property,96.0,0,0,1,Low,Low floor
3049,house,sector 3,0.68,5.0,3.0,0,Relatively New,1755.29,0,0,1,Low,Low floor
3050,house,sector 3,1.5,7.0,2.0,0,Relatively New,1979.94,0,0,1,Low,Low floor
3051,house,sector 105,1.3,3.0,3.0,1,Moderately Old,1124.96,0,0,1,Low,Low floor
3052,house,sector 9,0.6,2.0,2.0,1,Moderately Old,557.98,0,0,1,Low,Low floor
3053,house,sector 14,6.5,4.0,4.0,3+,Moderately Old,3149.99,0,0,1,Low,Low floor
3054,house,sector 15,1.07,2.0,2.0,1,Old Property,900.07,0,1,1,Low,Low floor
3055,house,sector 11,2.1,2.0,6.0,3+,Relatively New,1215.0,0,0,1,Low,Mid floor
3056,house,sector 31,4.6,2.0,2.0,2,Moderately Old,1426.002852005704,0,0,1,Low,Low floor
3057,house,sector 3,1.0,3.0,4.0,2,Relatively New,900.01,0,0,1,Low,Low floor
3058,house,sector 69,2.95,4.0,3.0,2,New Property,1799.987796692904,0,0,2,Medium,Mid floor
3059,house,sector 31,4.6,2.0,4.0,3+,Old Property,1460.039357582683,0,0,1,Low,Mid floor
3060,house,sector 9,0.35,2.0,2.0,1,Old Property,360.01,0,0,1,Low,Low floor
3061,house,sector 24,10.0,8.0,10.0,3+,Old Property,3915.000978750245,0,0,1,Low,Low floor
3062,house,sector 2,5.2,4.0,5.0,2,Moderately Old,5200.0,0,0,1,Low,Low floor
3063,house,sector 4,0.4,1.0,1.0,0,Moderately Old,449.99,0,0,1,Low,Low floor
3064,house,sector 104,0.62,3.0,3.0,1,Moderately Old,500.0,0,0,2,Low,Low floor
3065,house,sector 4,0.5,2.0,3.0,2,Old Property,540.02,0,0,1,Low,Mid floor
3066,house,sector 4,0.92,1.0,4.0,3,Moderately Old,603.0,0,0,1,Low,Mid floor
3067,house,sector 17,3.5,2.0,6.0,3+,Old Property,1440.0,0,0,1,Low,Mid floor
3068,house,sector 4,0.8,5.0,4.0,3,Under Construction,146.0,0,0,1,Low,Mid floor
3069,house,sohna road,1.5,2.0,3.0,2,New Property,1053.0,0,0,0,Medium,Low floor
